smallRNASequence	TM64	TM19	TM20	TM21	TM22	TM23	TM24	TM25	TM26	TM27	TM28	TM212	TM29	TM221	TM30	TM55	TM222	TM56	TM223	TM57	TM229	TM233	TM238	TM239	TM240	TM241	TM242	TM36	TM37	TM38	TM58	TM39	TM59	TM40	TM61	TM41	TM117	TM118	TM119	TM62	TM120	TM63	TM107	TM108	TM109	TM110	TM51	TM331	TM332	TM44	TM333	TM334	TM335	TM45	TM46	TM47	TM48	TM49	TM50	TM42	TM43	TM147	TM148	TM149	TM150	TM151	TM152	TM153	TM154	TM15	TM155	TM156	TM16	TM157	TM17	TM158	TM18	TM159	TM160	TM161	TM162	TM163	TM175	TM177	TM178	TM176	TM210	TM211	TM213	TM214	TM215	TM216	TM217	TM218	TM219	TM220
hsa-miR-221-5p	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	1.0	0.0	9.0	30.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	51.0	1.0	39.0	31.0	55.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	6.0	1.0	4.0	10.0	2.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	1.0	1.0	2.0	1.0	4.0	5.0	12.0	8.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
hsa-miR-222-3p	37.0	2.0	14.0	7.0	2.0	1.0	13.0	0.0	1.0	0.0	2.0	31.0	3.0	22.0	3.0	56.0	44.0	41.0	18.0	38.0	44.0	14.0	0.0	16.0	0.0	19.0	5.0	103.0	223.0	529.0	22.0	13.0	21.0	19.0	8.0	18.0	12.0	33.0	52.0	17.0	4.0	29.0	0.0	0.0	0.0	0.0	14.0	940.0	511.0	90.0	369.0	410.0	377.0	16.0	17.0	31.0	31.0	1.0	12.0	77.0	19.0	28.0	66.0	35.0	89.0	62.0	47.0	49.0	36.0	17.0	32.0	19.0	23.0	46.0	43.0	33.0	23.0	135.0	55.0	58.0	62.0	55.0	127.0	181.0	214.0	145.0	23.0	33.0	9.0	5.0	22.0	5.0	27.0	22.0	7.0	9.0
hsa-miR-222-5p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-223-3p	599.0	360.0	631.0	177.0	4.0	25.0	538.0	53.0	282.0	72.0	97.0	1288.0	46.0	468.0	59.0	3062.0	366.0	2009.0	337.0	539.0	920.0	332.0	17.0	496.0	20.0	1495.0	459.0	12973.0	32756.0	60243.0	533.0	782.0	4129.0	1118.0	331.0	2270.0	358.0	586.0	654.0	502.0	85.0	784.0	1.0	0.0	0.0	0.0	454.0	122453.0	122893.0	4681.0	74516.0	98843.0	97056.0	1168.0	2379.0	707.0	1198.0	78.0	910.0	1766.0	434.0	2076.0	2902.0	1712.0	1178.0	1534.0	530.0	1193.0	1130.0	1202.0	1413.0	667.0	1620.0	861.0	2609.0	1206.0	1448.0	10675.0	10838.0	2399.0	2349.0	3897.0	30616.0	35364.0	40710.0	40062.0	1363.0	1445.0	185.0	626.0	175.0	485.0	906.0	2478.0	234.0	151.0
hsa-miR-223-5p	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	3.0	3.0	1.0	5.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	15.0	36.0	140.0	1.0	0.0	7.0	1.0	1.0	0.0	3.0	3.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	245.0	7.0	231.0	144.0	260.0	0.0	2.0	1.0	1.0	0.0	1.0	3.0	0.0	3.0	3.0	4.0	1.0	2.0	1.0	2.0	3.0	0.0	1.0	3.0	0.0	2.0	6.0	3.0	3.0	15.0	17.0	1.0	4.0	6.0	39.0	50.0	54.0	42.0	1.0	4.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0
hsa-miR-224-5p	25.0	3.0	13.0	8.0	0.0	1.0	6.0	0.0	3.0	0.0	0.0	29.0	3.0	46.0	1.0	35.0	32.0	47.0	55.0	11.0	22.0	11.0	5.0	33.0	0.0	101.0	23.0	472.0	1585.0	1357.0	16.0	43.0	84.0	17.0	8.0	46.0	22.0	23.0	13.0	28.0	8.0	23.0	0.0	0.0	0.0	0.0	17.0	3721.0	1486.0	261.0	2446.0	5741.0	1403.0	117.0	150.0	37.0	21.0	7.0	28.0	42.0	10.0	115.0	81.0	112.0	82.0	35.0	58.0	101.0	88.0	38.0	50.0	74.0	18.0	43.0	55.0	74.0	27.0	1320.0	504.0	64.0	62.0	126.0	745.0	817.0	752.0	570.0	30.0	57.0	6.0	21.0	19.0	21.0	26.0	79.0	27.0	7.0
hsa-miR-2276-3p	25.0	0.0	11.0	14.0	5.0	2.0	21.0	0.0	5.0	9.0	7.0	110.0	7.0	35.0	6.0	45.0	28.0	52.0	66.0	22.0	22.0	4.0	2.0	42.0	0.0	38.0	11.0	22.0	38.0	62.0	15.0	5.0	17.0	12.0	25.0	8.0	56.0	74.0	32.0	32.0	13.0	62.0	0.0	0.0	0.0	0.0	16.0	28.0	14.0	35.0	11.0	45.0	48.0	19.0	15.0	34.0	30.0	14.0	26.0	24.0	4.0	106.0	37.0	56.0	65.0	35.0	81.0	87.0	70.0	14.0	38.0	98.0	19.0	54.0	21.0	50.0	20.0	28.0	33.0	38.0	32.0	42.0	11.0	16.0	16.0	43.0	60.0	143.0	20.0	56.0	65.0	49.0	51.0	34.0	34.0	8.0
hsa-miR-2276-5p	10.0	1.0	7.0	4.0	2.0	0.0	9.0	0.0	2.0	0.0	1.0	3.0	2.0	0.0	0.0	11.0	3.0	10.0	3.0	8.0	1.0	0.0	1.0	5.0	0.0	4.0	2.0	7.0	5.0	20.0	10.0	0.0	3.0	0.0	6.0	3.0	2.0	9.0	4.0	16.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	5.0	6.0	4.0	2.0	3.0	5.0	6.0	6.0	10.0	7.0	8.0	7.0	5.0	0.0	10.0	1.0	3.0	22.0	5.0	14.0	11.0	9.0	5.0	8.0	6.0	4.0	1.0	9.0	5.0	1.0	4.0	3.0	0.0	2.0	8.0	1.0	4.0	2.0	4.0	14.0	16.0	4.0	5.0	5.0	4.0	6.0	5.0	0.0	0.0
hsa-miR-2277-3p	9.0	7.0	9.0	13.0	0.0	1.0	4.0	0.0	1.0	1.0	0.0	2.0	1.0	6.0	0.0	14.0	4.0	22.0	1.0	6.0	9.0	3.0	0.0	10.0	0.0	4.0	6.0	7.0	8.0	7.0	4.0	8.0	1.0	9.0	14.0	15.0	0.0	4.0	0.0	28.0	0.0	20.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	9.0	0.0	1.0	0.0	12.0	9.0	15.0	26.0	3.0	19.0	22.0	6.0	6.0	10.0	10.0	16.0	3.0	4.0	6.0	1.0	4.0	15.0	2.0	4.0	6.0	15.0	4.0	5.0	2.0	3.0	2.0	1.0	8.0	2.0	4.0	1.0	13.0	6.0	5.0	4.0	3.0	1.0	7.0	12.0	14.0	17.0	5.0
hsa-miR-2277-5p	91.0	45.0	80.0	75.0	8.0	13.0	83.0	12.0	54.0	29.0	60.0	113.0	62.0	9.0	48.0	141.0	4.0	158.0	13.0	107.0	7.0	3.0	1.0	17.0	1.0	10.0	4.0	121.0	155.0	281.0	76.0	30.0	44.0	34.0	72.0	44.0	44.0	89.0	36.0	100.0	13.0	87.0	0.0	0.0	0.0	0.0	153.0	20.0	16.0	230.0	14.0	33.0	55.0	139.0	130.0	236.0	147.0	141.0	113.0	147.0	52.0	20.0	28.0	24.0	41.0	24.0	37.0	21.0	27.0	111.0	33.0	24.0	96.0	30.0	182.0	21.0	88.0	25.0	36.0	26.0	23.0	44.0	8.0	18.0	6.0	29.0	98.0	187.0	29.0	53.0	80.0	57.0	137.0	12.0	18.0	7.0
hsa-miR-2278	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	5.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	5.0	2.0	2.0	2.0	0.0	5.0	0.0	3.0	2.0	6.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	3.0	5.0	2.0	4.0	4.0	3.0	0.0	1.0	2.0	3.0	1.0	2.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	3.0	4.0	3.0	2.0	5.0	7.0	8.0	1.0	0.0	2.0	1.0	0.0	0.0
hsa-miR-2355-3p	1.0	2.0	1.0	0.0	7.0	1.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	4.0	2.0	4.0	1.0	5.0	0.0	6.0	1.0	3.0	0.0	22.0	28.0	83.0	2.0	0.0	2.0	0.0	1.0	1.0	3.0	2.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	208.0	155.0	6.0	145.0	120.0	278.0	0.0	6.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	6.0	0.0	11.0	5.0	5.0	1.0	2.0	0.0	2.0	1.0	6.0	4.0	3.0	4.0	7.0	15.0	21.0	0.0	1.0	4.0	47.0	46.0	25.0	23.0	3.0	4.0	0.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0
hsa-miR-2355-5p	9.0	1.0	4.0	1.0	2.0	0.0	2.0	0.0	3.0	0.0	1.0	41.0	5.0	13.0	3.0	18.0	14.0	12.0	10.0	10.0	6.0	2.0	0.0	16.0	0.0	13.0	3.0	3.0	8.0	11.0	11.0	3.0	8.0	4.0	8.0	1.0	23.0	25.0	6.0	30.0	10.0	16.0	1.0	0.0	0.0	0.0	7.0	9.0	6.0	4.0	3.0	8.0	2.0	4.0	17.0	9.0	8.0	4.0	4.0	8.0	2.0	11.0	19.0	11.0	7.0	7.0	9.0	12.0	10.0	1.0	7.0	5.0	8.0	13.0	10.0	6.0	0.0	11.0	5.0	6.0	2.0	5.0	8.0	1.0	4.0	17.0	21.0	41.0	4.0	16.0	23.0	18.0	35.0	5.0	8.0	9.0
hsa-miR-2392	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	6.0	3.0	2.0	2.0	3.0	2.0	1.0	0.0	6.0	1.0	1.0	2.0	0.0	3.0	0.0	4.0	15.0	4.0	0.0	3.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	1.0
hsa-miR-23a-3p	98.0	22.0	70.0	38.0	0.0	4.0	53.0	4.0	26.0	5.0	7.0	136.0	9.0	141.0	10.0	242.0	100.0	268.0	81.0	125.0	183.0	45.0	4.0	132.0	1.0	126.0	53.0	704.0	1944.0	5678.0	100.0	47.0	223.0	98.0	69.0	100.0	36.0	107.0	66.0	31.0	15.0	107.0	0.0	0.0	0.0	0.0	39.0	14317.0	10236.0	305.0	7221.0	9370.0	8754.0	69.0	87.0	130.0	152.0	5.0	70.0	206.0	48.0	252.0	368.0	241.0	226.0	208.0	121.0	269.0	123.0	111.0	172.0	64.0	114.0	128.0	224.0	161.0	127.0	1455.0	883.0	283.0	342.0	339.0	2772.0	3119.0	4244.0	3795.0	162.0	217.0	65.0	52.0	71.0	57.0	144.0	156.0	39.0	45.0
hsa-miR-23a-5p	10.0	1.0	1.0	2.0	2.0	0.0	3.0	0.0	4.0	3.0	0.0	2.0	2.0	6.0	1.0	4.0	2.0	7.0	3.0	4.0	8.0	1.0	0.0	9.0	0.0	3.0	5.0	6.0	18.0	15.0	1.0	3.0	2.0	9.0	5.0	10.0	2.0	6.0	5.0	9.0	0.0	10.0	0.0	0.0	0.0	0.0	3.0	22.0	29.0	7.0	20.0	56.0	16.0	5.0	3.0	3.0	4.0	2.0	5.0	6.0	4.0	18.0	27.0	28.0	8.0	29.0	18.0	17.0	9.0	8.0	11.0	11.0	4.0	18.0	15.0	12.0	3.0	22.0	8.0	18.0	11.0	19.0	14.0	19.0	15.0	30.0	3.0	3.0	2.0	0.0	5.0	3.0	5.0	7.0	7.0	3.0
hsa-miR-23b-3p	39.0	18.0	33.0	21.0	0.0	3.0	19.0	1.0	13.0	3.0	5.0	58.0	8.0	79.0	2.0	103.0	55.0	97.0	38.0	61.0	85.0	6.0	2.0	53.0	1.0	63.0	20.0	306.0	615.0	2404.0	74.0	34.0	82.0	53.0	36.0	48.0	21.0	53.0	27.0	17.0	8.0	61.0	0.0	0.0	0.0	0.0	26.0	4697.0	3189.0	122.0	2310.0	3636.0	3986.0	40.0	34.0	54.0	69.0	5.0	19.0	86.0	23.0	84.0	119.0	142.0	55.0	62.0	60.0	104.0	52.0	66.0	68.0	38.0	70.0	70.0	136.0	60.0	36.0	486.0	439.0	122.0	165.0	144.0	1000.0	1105.0	1515.0	1133.0	53.0	77.0	11.0	16.0	22.0	19.0	49.0	51.0	6.0	18.0
hsa-miR-23b-5p	3.0	1.0	9.0	9.0	0.0	0.0	8.0	5.0	3.0	0.0	6.0	19.0	3.0	2.0	3.0	9.0	0.0	37.0	1.0	8.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	34.0	32.0	61.0	15.0	0.0	7.0	6.0	7.0	5.0	11.0	9.0	11.0	8.0	3.0	12.0	0.0	0.0	0.0	0.0	23.0	56.0	68.0	41.0	53.0	62.0	57.0	28.0	29.0	36.0	19.0	15.0	11.0	17.0	4.0	1.0	3.0	2.0	5.0	3.0	1.0	2.0	1.0	9.0	1.0	1.0	6.0	2.0	19.0	2.0	5.0	8.0	14.0	3.0	1.0	2.0	26.0	24.0	29.0	27.0	15.0	18.0	1.0	2.0	8.0	4.0	10.0	2.0	3.0	1.0
hsa-miR-24-3p	63.0	21.0	58.0	26.0	0.0	4.0	33.0	3.0	32.0	5.0	4.0	122.0	6.0	102.0	7.0	251.0	74.0	270.0	69.0	104.0	108.0	33.0	1.0	83.0	0.0	152.0	32.0	1061.0	3577.0	7836.0	97.0	47.0	289.0	84.0	30.0	136.0	50.0	67.0	145.0	85.0	12.0	108.0	0.0	0.0	0.0	0.0	54.0	17579.0	15785.0	716.0	10612.0	17720.0	11227.0	157.0	254.0	133.0	139.0	21.0	82.0	232.0	43.0	148.0	178.0	203.0	320.0	119.0	91.0	204.0	102.0	127.0	111.0	56.0	146.0	116.0	209.0	113.0	113.0	1806.0	955.0	273.0	275.0	324.0	3602.0	4718.0	5439.0	5618.0	110.0	183.0	31.0	63.0	64.0	51.0	79.0	90.0	40.0	19.0
hsa-miR-2467-3p	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	1.0	2.0	2.0	1.0	0.0	3.0	1.0	7.0	13.0	6.0	5.0	5.0	3.0	0.0	4.0	4.0	0.0	4.0	1.0	1.0	0.0	2.0	5.0	1.0	4.0	7.0	1.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0
hsa-miR-2467-5p	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	11.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	4.0	1.0	1.0	0.0	1.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	3.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-25-3p	857.0	83.0	113.0	140.0	11.0	26.0	182.0	23.0	87.0	90.0	54.0	1230.0	74.0	1274.0	39.0	4065.0	753.0	1999.0	1750.0	2412.0	1066.0	586.0	115.0	875.0	45.0	2892.0	455.0	5932.0	9314.0	24071.0	587.0	1061.0	2933.0	959.0	480.0	564.0	1522.0	1349.0	7838.0	468.0	333.0	1635.0	2.0	0.0	3.0	1.0	368.0	18440.0	19351.0	3741.0	17311.0	13421.0	19657.0	692.0	1064.0	1131.0	1162.0	74.0	621.0	1443.0	1008.0	745.0	1521.0	828.0	14080.0	3730.0	2567.0	3876.0	3299.0	323.0	1878.0	2857.0	1738.0	2280.0	1449.0	6012.0	3663.0	7158.0	2134.0	4254.0	2755.0	1525.0	4229.0	4364.0	6554.0	5121.0	537.0	676.0	580.0	832.0	253.0	157.0	205.0	1016.0	621.0	414.0
hsa-miR-25-5p	18.0	2.0	2.0	5.0	2.0	1.0	5.0	0.0	2.0	1.0	2.0	16.0	3.0	4.0	0.0	13.0	10.0	9.0	7.0	9.0	4.0	4.0	0.0	12.0	0.0	3.0	3.0	13.0	16.0	26.0	2.0	8.0	10.0	2.0	3.0	13.0	8.0	12.0	29.0	9.0	5.0	19.0	0.0	0.0	0.0	0.0	6.0	4.0	4.0	16.0	3.0	11.0	5.0	10.0	2.0	12.0	7.0	1.0	8.0	12.0	4.0	13.0	7.0	11.0	42.0	16.0	14.0	22.0	26.0	6.0	10.0	12.0	5.0	13.0	8.0	19.0	7.0	21.0	12.0	19.0	10.0	4.0	5.0	8.0	15.0	14.0	15.0	20.0	5.0	4.0	15.0	14.0	8.0	3.0	1.0	1.0
hsa-miR-2681-3p	6.0	0.0	1.0	3.0	4.0	0.0	6.0	0.0	4.0	0.0	3.0	11.0	3.0	4.0	2.0	0.0	1.0	5.0	1.0	3.0	3.0	2.0	0.0	5.0	0.0	5.0	1.0	9.0	14.0	17.0	2.0	1.0	0.0	2.0	1.0	4.0	3.0	9.0	1.0	10.0	0.0	26.0	0.0	0.0	0.0	0.0	3.0	4.0	2.0	8.0	2.0	5.0	0.0	1.0	2.0	4.0	4.0	3.0	2.0	13.0	1.0	15.0	9.0	16.0	5.0	10.0	8.0	5.0	5.0	3.0	13.0	10.0	0.0	4.0	15.0	10.0	0.0	8.0	7.0	5.0	3.0	7.0	2.0	0.0	5.0	3.0	10.0	4.0	4.0	1.0	6.0	6.0	6.0	2.0	2.0	2.0
hsa-miR-2682-3p	5.0	1.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	3.0	2.0	1.0	2.0	2.0	0.0	0.0	1.0	2.0	0.0	3.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	6.0	4.0	0.0	0.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	3.0	2.0	1.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	4.0	3.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	1.0	2.0
hsa-miR-26a-1-3p	2.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	3.0	26.0	33.0	115.0	0.0	0.0	12.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	185.0	264.0	7.0	193.0	188.0	204.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	5.0	3.0	1.0	0.0	1.0	1.0	2.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	16.0	18.0	4.0	2.0	2.0	60.0	54.0	75.0	37.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-26a-2-3p	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	1.0	0.0	5.0	3.0	4.0	3.0	4.0	3.0	1.0	0.0	1.0	0.0	5.0	0.0	3.0	6.0	7.0	4.0	0.0	2.0	0.0	1.0	0.0	9.0	10.0	8.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0	29.0	30.0	1.0	15.0	30.0	16.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	0.0	3.0	4.0	2.0	4.0	2.0	4.0	5.0	3.0	0.0	6.0	3.0	1.0	2.0	0.0	2.0	0.0	4.0	3.0	2.0	1.0	1.0	3.0	9.0	8.0	15.0	5.0	4.0	1.0	4.0	10.0	5.0	5.0	2.0	0.0	5.0
hsa-miR-26a-5p	2021.0	371.0	748.0	388.0	12.0	37.0	986.0	86.0	295.0	177.0	123.0	1697.0	199.0	2216.0	130.0	4134.0	1998.0	3034.0	1533.0	2067.0	2334.0	713.0	103.0	1933.0	56.0	2468.0	630.0	12628.0	36338.0	165953.0	1516.0	1267.0	3909.0	1414.0	840.0	1961.0	989.0	1890.0	3573.0	948.0	405.0	1877.0	2.0	2.0	1.0	2.0	739.0	288833.0	178653.0	5663.0	194743.0	175634.0	219365.0	995.0	1553.0	1861.0	1885.0	119.0	813.0	2664.0	662.0	2548.0	4371.0	3956.0	7625.0	4389.0	2441.0	3756.0	2076.0	1168.0	3062.0	1867.0	1710.0	2329.0	3690.0	4739.0	2021.0	20906.0	15197.0	5590.0	6950.0	5992.0	26151.0	39437.0	53030.0	31412.0	2374.0	2642.0	420.0	959.0	1001.0	844.0	1860.0	1802.0	705.0	612.0
hsa-miR-26b-3p	5.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	1.0	5.0	0.0	8.0	1.0	5.0	2.0	1.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	12.0	24.0	2.0	0.0	5.0	7.0	1.0	2.0	0.0	4.0	4.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	55.0	63.0	4.0	35.0	51.0	41.0	4.0	0.0	6.0	5.0	1.0	0.0	13.0	0.0	2.0	2.0	3.0	6.0	6.0	2.0	6.0	8.0	2.0	2.0	2.0	2.0	2.0	5.0	7.0	1.0	9.0	5.0	7.0	3.0	6.0	7.0	17.0	16.0	16.0	9.0	6.0	0.0	2.0	2.0	4.0	3.0	0.0	0.0	0.0
hsa-miR-26b-5p	423.0	78.0	133.0	107.0	7.0	11.0	157.0	15.0	80.0	39.0	36.0	880.0	32.0	878.0	21.0	1736.0	794.0	877.0	1140.0	704.0	1215.0	265.0	11.0	538.0	11.0	1165.0	182.0	2642.0	6023.0	10505.0	593.0	364.0	601.0	239.0	240.0	246.0	873.0	730.0	2731.0	197.0	186.0	586.0	2.0	1.0	2.0	0.0	241.0	25966.0	12124.0	2263.0	12559.0	14833.0	13546.0	327.0	362.0	610.0	747.0	30.0	311.0	1600.0	331.0	379.0	1296.0	567.0	8106.0	2880.0	1034.0	1515.0	1220.0	218.0	1187.0	1192.0	659.0	1005.0	733.0	4792.0	725.0	4632.0	1810.0	3449.0	3591.0	1382.0	3352.0	3925.0	5985.0	3791.0	524.0	501.0	148.0	271.0	327.0	248.0	592.0	484.0	303.0	279.0
hsa-miR-27a-3p	89.0	13.0	23.0	20.0	1.0	0.0	16.0	5.0	6.0	1.0	0.0	158.0	0.0	41.0	2.0	138.0	73.0	130.0	28.0	73.0	112.0	27.0	3.0	50.0	1.0	80.0	27.0	309.0	1143.0	2573.0	63.0	39.0	166.0	42.0	25.0	35.0	39.0	80.0	100.0	31.0	33.0	57.0	0.0	0.0	0.0	0.0	16.0	10090.0	12007.0	172.0	5387.0	10854.0	7068.0	35.0	43.0	56.0	72.0	7.0	27.0	78.0	11.0	67.0	108.0	118.0	115.0	93.0	45.0	108.0	70.0	37.0	61.0	40.0	64.0	60.0	107.0	96.0	54.0	639.0	251.0	116.0	173.0	131.0	1123.0	1444.0	2589.0	1686.0	131.0	159.0	18.0	62.0	53.0	34.0	67.0	53.0	12.0	10.0
hsa-miR-27a-5p	18.0	0.0	3.0	1.0	0.0	0.0	6.0	1.0	2.0	3.0	1.0	11.0	2.0	5.0	1.0	12.0	10.0	13.0	3.0	6.0	9.0	3.0	0.0	5.0	0.0	6.0	1.0	6.0	31.0	44.0	7.0	0.0	4.0	6.0	3.0	2.0	1.0	4.0	0.0	18.0	2.0	18.0	0.0	0.0	0.0	0.0	5.0	56.0	19.0	10.0	20.0	161.0	142.0	4.0	4.0	13.0	10.0	0.0	3.0	8.0	2.0	9.0	16.0	5.0	2.0	4.0	3.0	6.0	7.0	1.0	7.0	2.0	2.0	2.0	14.0	4.0	10.0	20.0	4.0	9.0	10.0	12.0	10.0	8.0	16.0	14.0	12.0	16.0	5.0	6.0	2.0	6.0	9.0	6.0	6.0	2.0
hsa-miR-27b-3p	198.0	27.0	68.0	27.0	5.0	3.0	46.0	9.0	24.0	10.0	5.0	319.0	12.0	71.0	8.0	299.0	103.0	318.0	56.0	195.0	117.0	25.0	13.0	93.0	1.0	172.0	27.0	1240.0	2767.0	7127.0	158.0	125.0	473.0	122.0	91.0	107.0	50.0	111.0	106.0	81.0	79.0	216.0	0.0	1.0	1.0	0.0	93.0	16756.0	19293.0	494.0	14676.0	18422.0	20302.0	114.0	193.0	194.0	159.0	9.0	76.0	218.0	66.0	101.0	187.0	204.0	133.0	99.0	91.0	170.0	111.0	142.0	133.0	77.0	109.0	121.0	215.0	128.0	158.0	1116.0	843.0	261.0	372.0	391.0	3717.0	3797.0	5686.0	4305.0	281.0	278.0	43.0	179.0	90.0	56.0	116.0	97.0	23.0	15.0
