smallRNASequence	TM64	TM19	TM20	TM21	TM22	TM23	TM24	TM25	TM26	TM27	TM28	TM212	TM29	TM221	TM30	TM55	TM222	TM56	TM223	TM57	TM229	TM233	TM238	TM239	TM240	TM241	TM242	TM36	TM37	TM38	TM58	TM39	TM59	TM40	TM61	TM41	TM117	TM118	TM119	TM62	TM120	TM63	TM107	TM108	TM109	TM110	TM51	TM331	TM332	TM44	TM333	TM334	TM335	TM45	TM46	TM47	TM48	TM49	TM50	TM42	TM43	TM147	TM148	TM149	TM150	TM151	TM152	TM153	TM154	TM15	TM155	TM156	TM16	TM157	TM17	TM158	TM18	TM159	TM160	TM161	TM162	TM163	TM175	TM177	TM178	TM176	TM210	TM211	TM213	TM214	TM215	TM216	TM217	TM218	TM219	TM220
hsa-miR-105-5p	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	3.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0
hsa-miR-10523-5p	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	6.0	1.0	5.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	3.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	3.0	2.0	3.0	2.0	1.0	5.0	2.0	4.0	0.0	0.0	0.0	3.0	6.0	0.0	1.0	3.0	5.0	1.0	5.0	1.0	1.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	3.0	2.0	1.0
hsa-miR-10525-3p	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	1.0	0.0	0.0	5.0	0.0	8.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	4.0	0.0	11.0	11.0	9.0	3.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	24.0	2.0	9.0	14.0	5.0	11.0	0.0	1.0	0.0
hsa-miR-10526-3p	15.0	13.0	15.0	13.0	0.0	9.0	16.0	8.0	25.0	4.0	8.0	23.0	5.0	2.0	11.0	30.0	13.0	37.0	5.0	22.0	3.0	5.0	2.0	2.0	2.0	4.0	2.0	24.0	55.0	97.0	17.0	16.0	11.0	24.0	17.0	30.0	6.0	6.0	11.0	45.0	6.0	28.0	0.0	0.0	0.0	0.0	66.0	2.0	2.0	83.0	1.0	3.0	1.0	16.0	24.0	104.0	50.0	56.0	60.0	57.0	17.0	12.0	12.0	34.0	62.0	18.0	12.0	5.0	10.0	34.0	15.0	12.0	18.0	12.0	38.0	6.0	18.0	17.0	9.0	2.0	9.0	9.0	4.0	4.0	0.0	11.0	15.0	20.0	7.0	9.0	6.0	13.0	23.0	1.0	3.0	2.0
hsa-miR-10527-5p	24.0	2.0	4.0	11.0	3.0	1.0	13.0	0.0	2.0	7.0	0.0	36.0	1.0	13.0	6.0	21.0	17.0	29.0	15.0	22.0	15.0	13.0	0.0	11.0	0.0	11.0	4.0	15.0	38.0	35.0	9.0	18.0	6.0	5.0	5.0	4.0	7.0	14.0	11.0	31.0	8.0	19.0	0.0	0.0	0.0	0.0	6.0	31.0	15.0	27.0	27.0	39.0	28.0	13.0	9.0	13.0	14.0	11.0	12.0	9.0	4.0	25.0	26.0	26.0	29.0	29.0	22.0	17.0	13.0	6.0	25.0	16.0	7.0	21.0	14.0	23.0	6.0	34.0	24.0	21.0	22.0	14.0	25.0	23.0	26.0	43.0	14.0	36.0	7.0	25.0	11.0	14.0	14.0	24.0	22.0	16.0
hsa-miR-106a-5p	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	7.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	22.0	11.0	22.0	9.0	8.0	11.0	3.0	3.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	3.0	0.0	3.0	6.0	3.0	2.0	1.0	0.0	3.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-106b-3p	34.0	3.0	3.0	3.0	4.0	1.0	12.0	1.0	3.0	0.0	4.0	37.0	2.0	65.0	1.0	159.0	27.0	81.0	65.0	105.0	24.0	25.0	7.0	28.0	1.0	108.0	22.0	552.0	666.0	1690.0	27.0	95.0	140.0	48.0	18.0	42.0	72.0	42.0	422.0	22.0	4.0	61.0	0.0	0.0	0.0	0.0	19.0	1930.0	1154.0	222.0	1380.0	1153.0	1835.0	73.0	103.0	46.0	64.0	5.0	36.0	99.0	65.0	61.0	69.0	51.0	1032.0	201.0	130.0	185.0	141.0	24.0	93.0	110.0	96.0	130.0	60.0	403.0	238.0	679.0	184.0	272.0	158.0	77.0	335.0	360.0	407.0	267.0	16.0	37.0	20.0	6.0	9.0	8.0	6.0	45.0	12.0	11.0
hsa-miR-106b-5p	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	20.0	0.0	27.0	1.0	16.0	24.0	22.0	25.0	14.0	21.0	4.0	0.0	8.0	0.0	21.0	1.0	34.0	74.0	85.0	3.0	4.0	4.0	4.0	6.0	3.0	9.0	15.0	46.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	3.0	587.0	392.0	62.0	211.0	436.0	313.0	2.0	5.0	4.0	14.0	2.0	7.0	20.0	4.0	4.0	14.0	7.0	88.0	25.0	14.0	25.0	23.0	3.0	16.0	24.0	13.0	14.0	6.0	71.0	8.0	91.0	10.0	52.0	20.0	17.0	51.0	49.0	67.0	64.0	4.0	6.0	1.0	7.0	2.0	2.0	2.0	8.0	1.0	4.0
hsa-miR-10a-3p	8.0	1.0	1.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	5.0	10.0	5.0	5.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	10.0	23.0	54.0	0.0	1.0	0.0	5.0	1.0	11.0	0.0	3.0	2.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	66.0	70.0	3.0	80.0	23.0	63.0	0.0	1.0	6.0	8.0	2.0	3.0	1.0	0.0	3.0	3.0	7.0	2.0	2.0	1.0	10.0	2.0	0.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	4.0	6.0	4.0	4.0	3.0	5.0	15.0	13.0	9.0	4.0	5.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0
hsa-miR-10a-5p	277.0	37.0	57.0	35.0	2.0	6.0	74.0	2.0	21.0	40.0	13.0	235.0	37.0	182.0	30.0	308.0	254.0	322.0	188.0	287.0	506.0	132.0	119.0	245.0	4.0	243.0	150.0	412.0	659.0	1324.0	141.0	65.0	171.0	106.0	65.0	146.0	120.0	248.0	122.0	114.0	73.0	184.0	0.0	1.0	0.0	1.0	91.0	2035.0	1201.0	140.0	1227.0	452.0	1072.0	62.0	60.0	191.0	143.0	0.0	104.0	247.0	58.0	221.0	415.0	271.0	209.0	284.0	128.0	214.0	207.0	83.0	187.0	155.0	93.0	155.0	293.0	180.0	224.0	404.0	282.0	369.0	525.0	321.0	791.0	459.0	805.0	788.0	253.0	237.0	73.0	99.0	155.0	122.0	191.0	93.0	62.0	38.0
hsa-miR-10b-3p	35.0	3.0	5.0	3.0	0.0	1.0	7.0	0.0	4.0	0.0	2.0	27.0	1.0	2.0	3.0	20.0	5.0	16.0	5.0	22.0	11.0	0.0	0.0	8.0	0.0	5.0	3.0	12.0	15.0	24.0	11.0	4.0	7.0	0.0	6.0	0.0	12.0	34.0	15.0	16.0	9.0	19.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	8.0	0.0	2.0	2.0	8.0	13.0	11.0	7.0	1.0	6.0	10.0	4.0	15.0	8.0	15.0	8.0	5.0	7.0	13.0	8.0	3.0	9.0	5.0	5.0	7.0	9.0	8.0	9.0	8.0	5.0	9.0	6.0	9.0	11.0	8.0	11.0	9.0	31.0	38.0	10.0	17.0	20.0	14.0	16.0	0.0	0.0	3.0
hsa-miR-10b-5p	353.0	66.0	118.0	64.0	11.0	19.0	189.0	6.0	53.0	82.0	34.0	254.0	66.0	379.0	34.0	441.0	385.0	447.0	288.0	444.0	725.0	133.0	213.0	457.0	13.0	293.0	193.0	496.0	778.0	1380.0	217.0	128.0	251.0	174.0	132.0	197.0	181.0	409.0	164.0	167.0	71.0	238.0	0.0	0.0	0.0	0.0	135.0	11.0	4.0	225.0	2.0	4.0	7.0	75.0	69.0	347.0	228.0	2.0	136.0	299.0	121.0	319.0	690.0	361.0	357.0	328.0	194.0	285.0	254.0	153.0	314.0	217.0	145.0	228.0	548.0	192.0	381.0	410.0	230.0	478.0	684.0	461.0	572.0	386.0	588.0	734.0	286.0	385.0	54.0	157.0	319.0	181.0	350.0	203.0	137.0	58.0
hsa-miR-11181-3p	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	2.0	3.0	0.0	2.0	1.0	0.0	3.0	0.0	6.0	0.0	3.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	5.0	0.0	2.0	2.0	2.0	7.0	1.0	2.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-11399	5.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	8.0	5.0	5.0	2.0	1.0	3.0	1.0	0.0	4.0	0.0	4.0	0.0	1.0	0.0	6.0	3.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	8.0	3.0	7.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	6.0	1.0	3.0	2.0	4.0	4.0	1.0	3.0	1.0	5.0	3.0	0.0	2.0	6.0	2.0	3.0	4.0	5.0	6.0	2.0	1.0	2.0	2.0	4.0	2.0	5.0	1.0	1.0	3.0	3.0	1.0	7.0	4.0	3.0	0.0	2.0	5.0	1.0	3.0	0.0	1.0	6.0	1.0	1.0	2.0	1.0	1.0
hsa-miR-11400	21.0	5.0	23.0	8.0	3.0	0.0	15.0	6.0	11.0	4.0	5.0	76.0	8.0	0.0	14.0	57.0	1.0	95.0	1.0	26.0	3.0	0.0	0.0	0.0	0.0	5.0	6.0	11.0	26.0	29.0	29.0	12.0	68.0	3.0	42.0	2.0	41.0	49.0	38.0	40.0	8.0	12.0	0.0	0.0	0.0	1.0	21.0	12.0	11.0	73.0	17.0	12.0	1024.0	41.0	36.0	34.0	30.0	15.0	20.0	31.0	6.0	10.0	4.0	8.0	3.0	2.0	2.0	6.0	2.0	17.0	0.0	2.0	17.0	2.0	12.0	1.0	13.0	79.0	3.0	1.0	6.0	19.0	60.0	157.0	5.0	1.0	63.0	92.0	12.0	21.0	54.0	52.0	44.0	0.0	0.0	0.0
hsa-miR-11401	60.0	12.0	46.0	31.0	16.0	8.0	30.0	7.0	21.0	19.0	18.0	55.0	25.0	22.0	22.0	67.0	20.0	78.0	43.0	53.0	22.0	17.0	1.0	30.0	0.0	37.0	6.0	47.0	66.0	117.0	62.0	14.0	63.0	9.0	33.0	20.0	33.0	76.0	29.0	108.0	6.0	59.0	0.0	1.0	0.0	0.0	49.0	65.0	32.0	68.0	42.0	55.0	101.0	72.0	41.0	84.0	42.0	53.0	36.0	47.0	18.0	65.0	47.0	60.0	121.0	54.0	89.0	72.0	63.0	43.0	51.0	64.0	50.0	56.0	64.0	86.0	44.0	77.0	37.0	54.0	66.0	98.0	11.0	36.0	16.0	69.0	64.0	85.0	21.0	33.0	33.0	44.0	80.0	30.0	11.0	11.0
hsa-miR-1178-3p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-1178-5p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	6.0	2.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
hsa-miR-1179	12.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	5.0	1.0	1.0	60.0	1.0	70.0	2.0	25.0	43.0	21.0	45.0	9.0	62.0	48.0	7.0	89.0	10.0	106.0	18.0	3.0	6.0	6.0	8.0	1.0	9.0	1.0	9.0	0.0	30.0	51.0	14.0	19.0	18.0	22.0	0.0	0.0	0.0	0.0	6.0	39.0	29.0	9.0	38.0	44.0	31.0	3.0	1.0	15.0	4.0	1.0	10.0	4.0	2.0	172.0	136.0	143.0	93.0	163.0	170.0	98.0	177.0	7.0	132.0	125.0	0.0	115.0	13.0	102.0	4.0	101.0	50.0	87.0	75.0	70.0	57.0	54.0	43.0	251.0	58.0	59.0	12.0	26.0	37.0	43.0	53.0	87.0	45.0	55.0
hsa-miR-1180-3p	58.0	8.0	9.0	8.0	14.0	2.0	10.0	2.0	6.0	2.0	1.0	45.0	14.0	16.0	3.0	81.0	10.0	48.0	40.0	79.0	16.0	18.0	1.0	12.0	0.0	30.0	9.0	161.0	134.0	92.0	26.0	23.0	74.0	24.0	25.0	23.0	46.0	33.0	125.0	72.0	11.0	94.0	0.0	0.0	0.0	0.0	21.0	9.0	5.0	148.0	6.0	11.0	12.0	47.0	45.0	36.0	58.0	16.0	26.0	109.0	51.0	20.0	37.0	20.0	122.0	76.0	33.0	61.0	30.0	18.0	44.0	42.0	44.0	40.0	55.0	72.0	97.0	123.0	53.0	75.0	51.0	26.0	14.0	16.0	10.0	29.0	30.0	50.0	17.0	24.0	19.0	19.0	23.0	23.0	17.0	8.0
hsa-miR-1180-5p	24.0	1.0	3.0	6.0	7.0	0.0	2.0	1.0	1.0	2.0	0.0	5.0	2.0	3.0	1.0	8.0	4.0	6.0	2.0	6.0	5.0	1.0	1.0	4.0	1.0	9.0	5.0	7.0	8.0	23.0	5.0	4.0	1.0	4.0	1.0	15.0	0.0	6.0	2.0	28.0	1.0	18.0	0.0	0.0	0.0	0.0	2.0	9.0	10.0	10.0	12.0	10.0	4.0	2.0	12.0	8.0	7.0	3.0	9.0	2.0	3.0	2.0	14.0	11.0	13.0	13.0	5.0	14.0	4.0	3.0	6.0	4.0	5.0	10.0	6.0	3.0	5.0	16.0	3.0	12.0	6.0	11.0	3.0	5.0	2.0	9.0	13.0	5.0	5.0	1.0	2.0	3.0	5.0	2.0	2.0	2.0
hsa-miR-1181	15.0	2.0	6.0	1.0	16.0	0.0	2.0	0.0	1.0	0.0	0.0	3.0	2.0	4.0	1.0	7.0	2.0	16.0	3.0	6.0	2.0	2.0	0.0	5.0	0.0	2.0	1.0	7.0	14.0	18.0	4.0	1.0	5.0	3.0	2.0	2.0	3.0	4.0	1.0	13.0	0.0	9.0	0.0	1.0	0.0	0.0	7.0	5.0	0.0	5.0	2.0	3.0	2.0	6.0	4.0	10.0	2.0	6.0	7.0	10.0	4.0	0.0	3.0	12.0	3.0	3.0	2.0	2.0	4.0	3.0	0.0	3.0	2.0	3.0	12.0	6.0	2.0	7.0	3.0	10.0	7.0	5.0	2.0	0.0	0.0	5.0	6.0	8.0	4.0	1.0	4.0	3.0	3.0	1.0	0.0	0.0
hsa-miR-1182	15.0	3.0	1.0	5.0	1.0	0.0	5.0	0.0	1.0	4.0	1.0	72.0	2.0	6.0	3.0	19.0	18.0	23.0	0.0	15.0	5.0	2.0	0.0	5.0	0.0	2.0	2.0	4.0	14.0	5.0	20.0	0.0	6.0	0.0	10.0	5.0	17.0	26.0	19.0	36.0	5.0	28.0	0.0	0.0	0.0	0.0	12.0	4.0	1.0	24.0	4.0	12.0	8.0	12.0	11.0	13.0	8.0	6.0	7.0	29.0	1.0	9.0	9.0	10.0	12.0	17.0	14.0	11.0	18.0	14.0	6.0	12.0	6.0	17.0	8.0	17.0	0.0	15.0	11.0	11.0	9.0	7.0	5.0	5.0	3.0	7.0	21.0	46.0	15.0	22.0	8.0	10.0	18.0	4.0	3.0	2.0
hsa-miR-1183	2.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	2.0	5.0	2.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	5.0	2.0	0.0	3.0	0.0	1.0	0.0	1.0	2.0	0.0	4.0	0.0	5.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	11.0	1.0	0.0	0.0	3.0	1.0	5.0	5.0	6.0	4.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	3.0	6.0	1.0	0.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	1.0	1.0	4.0	8.0	2.0	1.0	4.0	1.0	2.0	1.0	1.0	0.0
hsa-miR-1184	29.0	1.0	0.0	1.0	2.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	6.0	1.0	5.0	0.0	4.0	2.0	2.0	0.0	3.0	0.0	5.0	3.0	6.0	7.0	2.0	0.0	4.0	5.0	3.0	3.0	1.0	1.0	2.0	1.0	30.0	0.0	29.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	1.0	2.0	5.0	10.0	4.0	2.0	0.0	0.0	1.0	9.0	0.0	1.0	3.0	5.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	3.0	1.0	0.0	1.0	3.0	2.0	1.0	1.0	3.0	6.0	6.0	3.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-1185-2-3p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	22.0	19.0	0.0	10.0	2.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-1185-5p	8.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	17.0	0.0	0.0	6.0	3.0	27.0	0.0	5.0	1.0	0.0	7.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	4.0	2.0	7.0	7.0	4.0	1.0	0.0	0.0	0.0	1.0	22.0	4.0	0.0	6.0	13.0	10.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	17.0	8.0	28.0	33.0	22.0	39.0	34.0	19.0	1.0	17.0	45.0	0.0	18.0	0.0	24.0	0.0	12.0	13.0	6.0	12.0	11.0	3.0	12.0	6.0	11.0	2.0	1.0	2.0	1.0	11.0	7.0	4.0	15.0	10.0	1.0
hsa-miR-1193	66.0	6.0	4.0	3.0	2.0	0.0	11.0	1.0	3.0	1.0	3.0	38.0	2.0	12.0	3.0	23.0	13.0	35.0	13.0	14.0	3.0	1.0	0.0	7.0	0.0	21.0	7.0	7.0	11.0	21.0	26.0	10.0	10.0	8.0	15.0	2.0	7.0	15.0	6.0	63.0	4.0	58.0	0.0	0.0	0.0	0.0	13.0	5.0	3.0	24.0	3.0	12.0	5.0	11.0	5.0	15.0	6.0	10.0	5.0	11.0	3.0	15.0	22.0	16.0	7.0	8.0	10.0	12.0	12.0	8.0	12.0	13.0	6.0	13.0	14.0	8.0	3.0	15.0	27.0	18.0	9.0	16.0	7.0	10.0	8.0	24.0	20.0	28.0	2.0	8.0	9.0	7.0	11.0	6.0	2.0	1.0
hsa-miR-1199-3p	12.0	4.0	1.0	1.0	3.0	0.0	5.0	1.0	4.0	0.0	1.0	11.0	3.0	3.0	10.0	14.0	1.0	70.0	5.0	8.0	5.0	1.0	0.0	9.0	0.0	7.0	0.0	70.0	57.0	33.0	5.0	16.0	3.0	22.0	4.0	18.0	3.0	8.0	4.0	16.0	3.0	28.0	0.0	0.0	0.0	0.0	4.0	7.0	2.0	8.0	3.0	7.0	2.0	2.0	5.0	13.0	9.0	42.0	5.0	5.0	2.0	7.0	10.0	10.0	14.0	9.0	6.0	9.0	7.0	2.0	11.0	13.0	1.0	8.0	2.0	9.0	10.0	8.0	8.0	13.0	21.0	3.0	7.0	5.0	4.0	5.0	20.0	8.0	5.0	10.0	61.0	6.0	11.0	4.0	2.0	3.0
hsa-miR-1199-5p	55.0	10.0	31.0	40.0	1.0	9.0	10.0	10.0	19.0	5.0	17.0	41.0	18.0	55.0	13.0	74.0	53.0	84.0	94.0	34.0	26.0	13.0	5.0	37.0	1.0	69.0	12.0	30.0	36.0	51.0	43.0	10.0	19.0	14.0	56.0	24.0	20.0	38.0	26.0	106.0	2.0	88.0	0.0	0.0	0.0	0.0	33.0	54.0	21.0	67.0	38.0	79.0	223.0	51.0	41.0	83.0	23.0	61.0	29.0	66.0	18.0	112.0	44.0	62.0	240.0	100.0	146.0	163.0	129.0	29.0	67.0	170.0	25.0	54.0	36.0	116.0	13.0	84.0	77.0	100.0	91.0	196.0	21.0	54.0	20.0	49.0	55.0	70.0	9.0	16.0	28.0	49.0	225.0	42.0	23.0	12.0
hsa-miR-1202	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	7.0	9.0	2.0	5.0	1.0	5.0	2.0	6.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-1203	11.0	0.0	4.0	0.0	109.0	0.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	4.0	1.0	4.0	10.0	2.0	5.0	4.0	2.0	4.0	0.0	7.0	0.0	14.0	3.0	5.0	4.0	12.0	1.0	1.0	2.0	3.0	1.0	4.0	1.0	4.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	10.0	4.0	4.0	3.0	26.0	14.0	2.0	3.0	2.0	1.0	3.0	3.0	3.0	4.0	7.0	6.0	18.0	13.0	7.0	18.0	7.0	12.0	0.0	6.0	7.0	0.0	3.0	1.0	8.0	0.0	8.0	3.0	5.0	11.0	10.0	5.0	7.0	4.0	13.0	2.0	4.0	2.0	4.0	5.0	1.0	9.0	2.0	0.0	1.0
hsa-miR-1204	5.0	0.0	6.0	5.0	12.0	1.0	0.0	0.0	0.0	3.0	0.0	14.0	0.0	3.0	0.0	18.0	1.0	10.0	1.0	5.0	3.0	1.0	0.0	3.0	0.0	3.0	0.0	7.0	13.0	16.0	5.0	2.0	1.0	4.0	1.0	11.0	4.0	8.0	4.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	5.0	0.0	1.0	0.0	6.0	5.0	16.0	9.0	4.0	6.0	5.0	0.0	1.0	2.0	0.0	3.0	4.0	10.0	6.0	3.0	3.0	0.0	2.0	6.0	2.0	2.0	8.0	1.0	3.0	5.0	4.0	4.0	3.0	1.0	1.0	2.0	8.0	5.0	15.0	1.0	0.0	4.0	4.0	10.0	1.0	1.0	0.0
hsa-miR-1206	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	4.0	2.0	2.0	1.0	0.0	0.0
